unix,date,symbol,open,high,low,close,Volume JPY,Volume BTC
1636812000000,2021-11-13 14:00:00,BTC/JPY,7248575.44223578,7386200.00000027,7248575.44223578,7376400.0000002,73795876.301198,10.00432139
1636808400000,2021-11-13 13:00:00,BTC/JPY,7233199.99999985,7261500.00000021,7233199.99999985,7235899.9999996,10566687.302702416,1.46031417
1636804800000,2021-11-13 12:00:00,BTC/JPY,7238300.00000001,7267700.00000023,7225399.99999993,7231599.99999995,17960785.179431874,2.4836530199999998
1636801200000,2021-11-13 11:00:00,BTC/JPY,7261000.00000017,7267500.00000006,7236600.00000038,7242699.99999944,14694093.547889864,2.02881433
1636797600000,2021-11-13 10:00:00,BTC/JPY,7234399.99999948,7260900.00000039,7223800.00000003,7260900.00000039,24237045.101545304,3.33802216
1636794000000,2021-11-13 09:00:00,BTC/JPY,7271800.00000032,7271800.00000032,7223800.00000003,7233000.00000029,1824485.770440073,0.25224468
1636790400000,2021-11-13 08:00:00,BTC/JPY,7297200.00000023,7301800.00000036,7266899.99999975,7272800.0000004,3494700.983024192,0.48051658
1636786800000,2021-11-13 07:00:00,BTC/JPY,7279899.99999958,7305099.99999993,7260900.00000039,7305099.99999993,13683733.030131869,1.87317532
1636783200000,2021-11-13 06:00:00,BTC/JPY,7246400.00000002,7281600.0000004,7246400.00000002,7281600.0000004,10641892.306704585,1.46147719
1636779600000,2021-11-13 05:00:00,BTC/JPY,7253200.00000025,7270800.00000024,7235600.00000026,7243300.0000004,6450859.873873356,0.89059681
1636776000000,2021-11-13 04:00:00,BTC/JPY,7266900.00000006,7278800.00000038,7237200.00000021,7252999.99999955,3210928.412969801,0.44270349000000003
1636772400000,2021-11-13 03:00:00,BTC/JPY,7251899.99999954,7271900.00000023,7245000.00000053,7271900.00000023,1270791.4310300404,0.1747537
1636768800000,2021-11-13 02:00:00,BTC/JPY,7273800.00000021,7290600.00000034,7241600.00000028,7253399.99999982,14670148.526417635,2.02252027
1636765200000,2021-11-13 01:00:00,BTC/JPY,7329799.99999964,7335000.00000023,7270900.00000043,7270900.00000043,25561276.333503515,3.51555878
1636761600000,2021-11-13 00:00:00,BTC/JPY,7310400.0000002,7338100.00000043,7310400.0000002,7324900.00000025,9053557.355260309,1.2359974
1636758000000,2021-11-12 23:00:00,BTC/JPY,7289900.00000037,7328656.125936,7270900.00000043,7316499.99999982,14609249.543524642,1.99675385
1636754400000,2021-11-12 22:00:00,BTC/JPY,7303300.00000018,7312899.99999984,7257199.99999977,7271099.9999997,24727590.10892598,3.40080457
1636750800000,2021-11-12 21:00:00,BTC/JPY,7305599.99999995,7346999.99999997,7292483.47270309,7301000.00000024,29933867.60917099,4.09996817
1636747200000,2021-11-12 20:00:00,BTC/JPY,7281500.00000003,7319835.44175997,7278800.00000056,7302600.00000016,50276435.57823711,6.88473086
1636743600000,2021-11-12 19:00:00,BTC/JPY,7269100.00000004,7281400.00000001,7238000.00000023,7281400.00000001,31103819.780936047,4.27168124
1636740000000,2021-11-12 18:00:00,BTC/JPY,7248188.68137,7303500.00000052,7241100.00000012,7271400.00000057,76909620.63220203,10.57700314
1636736400000,2021-11-12 17:00:00,BTC/JPY,7173900.00000041,7253000.00000002,7169799.99999958,7253000.00000002,66078933.16716018,9.11056572
1636732800000,2021-11-12 16:00:00,BTC/JPY,7199000.00000055,7215399.99999987,7090699.99999991,7181399.99999975,117768289.7002339,16.39907117
1636729200000,2021-11-12 15:00:00,BTC/JPY,7233299.99999954,7239100.00000025,7161899.99999973,7198800.00000016,139668073.8033871,19.40157718
1636725600000,2021-11-12 14:00:00,BTC/JPY,7291135.44595141,7312400.00000014,7233400.00000002,7237200.00000017,43762758.06159703,6.04691843
1636722000000,2021-11-12 13:00:00,BTC/JPY,7271217.58153698,7299699.99999992,7210299.9999999,7293299.99999988,82887463.91513564,11.36487789
1636718400000,2021-11-12 12:00:00,BTC/JPY,7268400.00000025,7313999.99999987,7223100.00000004,7275100.00000028,76958769.71896696,10.57837964
1636714800000,2021-11-12 11:00:00,BTC/JPY,7254800.00000035,7302900.0,7242400.00000051,7252599.9999996,55161208.68152296,7.60571501
1636711200000,2021-11-12 10:00:00,BTC/JPY,7271400.00000049,7318178.47000501,7247399.9999996,7254830.82120004,23665863.98967641,3.26208351
1636707600000,2021-11-12 09:00:00,BTC/JPY,7397100.00000018,7397100.00000018,7255799.99999968,7268399.99999981,49141331.64550672,6.76095587
1636704000000,2021-11-12 08:00:00,BTC/JPY,7343299.99999955,7400600.00000018,7325800.0000003,7393600.00000023,44229782.09336138,5.98217135
1636700400000,2021-11-12 07:00:00,BTC/JPY,7363399.9999999,7380099.99999998,7326500.00000025,7350899.99999988,45868580.62573425,6.23985915
1636696800000,2021-11-12 06:00:00,BTC/JPY,7384799.9999998,7403500.00000021,7361200.00000025,7361200.00000025,25166910.980596855,3.41885983
1636693200000,2021-11-12 05:00:00,BTC/JPY,7423199.99999986,7428099.99999971,7384899.99999945,7384899.99999945,14420760.677190926,1.95273608
1636689600000,2021-11-12 04:00:00,BTC/JPY,7405600.00000009,7432099.44767926,7392599.99999992,7422294.52492404,11579041.465878231,1.5600353
1636686000000,2021-11-12 03:00:00,BTC/JPY,7424299.99999976,7428000.00000006,7399300.00000008,7405900.00000003,16008753.629617063,2.16162163
1636682400000,2021-11-12 02:00:00,BTC/JPY,7438899.99999967,7475000.00000005,7416899.99999989,7424400.00000007,23005513.638108216,3.09863607
1636678800000,2021-11-12 01:00:00,BTC/JPY,7402099.99999956,7465599.99999999,7321299.99999963,7438899.99999967,72148585.6474358,9.69882451
1636675200000,2021-11-12 00:00:00,BTC/JPY,7388300.00000034,7412800.00000011,7375600.00000044,7408900.00000029,22707149.235462885,3.06484758
1636671600000,2021-11-11 23:00:00,BTC/JPY,7429000.00000051,7432600.00000023,7388400.0000004,7390181.90160001,30446945.65673068,4.1199183
1636668000000,2021-11-11 22:00:00,BTC/JPY,7409999.99999981,7451899.99999955,7404899.99999992,7441699.99999987,13995746.805550756,1.88071903
1636664400000,2021-11-11 21:00:00,BTC/JPY,7397199.99999995,7424300.00000042,7388799.99999994,7418700.00000019,11666415.933999298,1.57256877
1636660800000,2021-11-11 20:00:00,BTC/JPY,7433900.00000023,7439799.99999982,7389399.99999994,7392599.99999994,11025751.967243912,1.49145794
1636657200000,2021-11-11 19:00:00,BTC/JPY,7389722.28889301,7442100.00000017,7388437.71482979,7433299.99999956,15295140.597617097,2.05765146
1636653600000,2021-11-11 18:00:00,BTC/JPY,7416300.0000002,7417700.00000055,7369800.00000016,7389800.00000028,18870997.058672715,2.55365464
1636650000000,2021-11-11 17:00:00,BTC/JPY,7421000.00000054,7440700.00000026,7405500.00000045,7408800.0000005,65961237.27060445,8.90309325
1636646400000,2021-11-11 16:00:00,BTC/JPY,7387400.00000005,7434200.00000054,7376000.0,7421200.0000003,77528226.30020313,10.4468585
1636642800000,2021-11-11 15:00:00,BTC/JPY,7413499.99999969,7441499.99999954,7368099.99999948,7368099.99999948,36840618.4790454,5.00001608
1636639200000,2021-11-11 14:00:00,BTC/JPY,7368099.99999969,7451500.00000029,7332499.99999945,7424114.12269104,50363906.653245345,6.78382711
1636635600000,2021-11-11 13:00:00,BTC/JPY,7409300.00000035,7421899.99999949,7357799.99999987,7369911.18439203,60020110.5849647,8.14393947
1636632000000,2021-11-11 12:00:00,BTC/JPY,7435100.00000042,7442400.00000015,7369499.99999943,7407200.00000012,46052194.79873674,6.21722038
1636628400000,2021-11-11 11:00:00,BTC/JPY,7426700.00000052,7440500.00000047,7402300.00000037,7432400.00000057,37339157.19992287,5.0238358000000005
1636624800000,2021-11-11 10:00:00,BTC/JPY,7446399.99999975,7449999.99999978,7416899.99999973,7439217.98505001,12415725.482868267,1.66895573
1636621200000,2021-11-11 09:00:00,BTC/JPY,7450899.99999958,7475000.0000001,7411300.00000005,7462400.00000004,16854308.59059209,2.2585640799999998
1636617600000,2021-11-11 08:00:00,BTC/JPY,7433600.00000008,7453699.99999975,7367699.99999985,7450800.00000046,41251292.283854544,5.53649169
1636614000000,2021-11-11 07:00:00,BTC/JPY,7388499.99999993,7446300.00000034,7388499.99999993,7433600.00000008,2321866.8220160254,0.31234756
1636610400000,2021-11-11 06:00:00,BTC/JPY,7364300.00000019,7400099.99999973,7349899.99999947,7382099.99999956,37489476.036009766,5.07842972
1636606800000,2021-11-11 05:00:00,BTC/JPY,7365300.00000044,7393799.99999948,7356700.00000045,7363556.14063202,20567194.236811806,2.79310619
1636603200000,2021-11-11 04:00:00,BTC/JPY,7372620.34542982,7383100.00000008,7337200.00000032,7373599.99999998,45174304.43437588,6.12649241
1636599600000,2021-11-11 03:00:00,BTC/JPY,7350500.00000005,7392011.05822357,7339287.15315503,7379680.29474003,44562630.28552327,6.03855838
1636596000000,2021-11-11 02:00:00,BTC/JPY,7372499.99999963,7372499.99999963,7309100.00000003,7357800.00000001,38191427.65633805,5.19060421
1636592400000,2021-11-11 01:00:00,BTC/JPY,7394700.00000019,7412199.99999957,7340799.99999985,7393000.00000045,39342424.74933239,5.32157781
1636588800000,2021-11-11 00:00:00,BTC/JPY,7381699.99999958,7405000.0000005,7309699.99999994,7401785.669541,99565609.0438278,13.45156608
1636585200000,2021-11-10 23:00:00,BTC/JPY,7398700.00000006,7407100.00000025,7315799.99999962,7398999.99999955,97255682.7038941,13.1444361
1636581600000,2021-11-10 22:00:00,BTC/JPY,7314370.83544135,7430600.00000015,7273500.00000047,7418299.99999969,178874748.8704935,24.11263347
1636578000000,2021-11-10 21:00:00,BTC/JPY,7481300.00000038,7534400.00000032,7181484.20046,7311400.00000043,745862164.265692,102.01359032
1636574400000,2021-11-10 20:00:00,BTC/JPY,7585459.82284202,7629799.99999973,7422600.00000036,7491463.87066886,417280539.0828769,55.70080111
1636570800000,2021-11-10 19:00:00,BTC/JPY,7717299.99999996,7742700.00000048,7576399.99999979,7582615.46029202,177679780.99463883,23.43251902
1636567200000,2021-11-10 18:00:00,BTC/JPY,7809499.99999961,7809499.99999961,7703599.99999985,7717099.99999954,195554632.97035635,25.34043008
1636563600000,2021-11-10 17:00:00,BTC/JPY,7800400.00000025,7828799.99999978,7799594.089976,7807962.38944497,79888973.87202351,10.23173139
1636560000000,2021-11-10 16:00:00,BTC/JPY,7782299.99999981,7828599.9999995,7782299.99999981,7797999.965808,124832315.01724602,16.008247700000002
1636556400000,2021-11-10 15:00:00,BTC/JPY,7771399.99999952,7798099.99999974,7747999.99999953,7783423.04821696,79611345.67991848,10.22832052
1636552800000,2021-11-10 14:00:00,BTC/JPY,7707599.99999985,7825799.99999975,7703199.99999965,7764299.99999999,290493659.3362556,37.41401792
1636549200000,2021-11-10 13:00:00,BTC/JPY,7520399.77793999,7718099.99999952,7463000.00000009,7705800.00000054,275539420.92715335,35.75740623
1636545600000,2021-11-10 12:00:00,BTC/JPY,7529200.00000008,7572552.82659198,7506500.0000002,7514849.08219499,79634789.66849688,10.59699121
1636542000000,2021-11-10 11:00:00,BTC/JPY,7558900.00000027,7571699.99999976,7529299.99999976,7529299.99999976,39140270.73003975,5.19839437
1636538400000,2021-11-10 10:00:00,BTC/JPY,7545100.00000049,7587872.242956,7544128.44460692,7558499.99999947,35438708.119677514,4.68859008
1636534800000,2021-11-10 09:00:00,BTC/JPY,7536399.99999977,7557599.99999964,7530799.99999992,7544214.79499997,43593396.619627185,5.77838752
1636531200000,2021-11-10 08:00:00,BTC/JPY,7511298.79184397,7556300.00000015,7503099.99999956,7536836.548886,77244881.47554259,10.24897926
1636527600000,2021-11-10 07:00:00,BTC/JPY,7510400.00000047,7541600.0000003,7497799.99999977,7515709.08742197,42529061.09176565,5.6586891
1636524000000,2021-11-10 06:00:00,BTC/JPY,7486100.0000001,7515399.99999967,7477599.99999946,7511500.00000018,45615608.54994109,6.07276956
1636520400000,2021-11-10 05:00:00,BTC/JPY,7516199.99999969,7516199.99999969,7479800.00000039,7483599.99999986,21089406.088471606,2.81808302
1636516800000,2021-11-10 04:00:00,BTC/JPY,7493000.0000001,7519200.0000002,7475099.99999982,7519200.0000002,17390388.841800462,2.31279775
1636513200000,2021-11-10 03:00:00,BTC/JPY,7536700.00000019,7536700.00000019,7486500.00000012,7490900.00000052,44942563.795445114,5.99962138
1636509600000,2021-11-10 02:00:00,BTC/JPY,7565500.00000021,7580699.99999996,7536700.00000019,7536700.00000019,13782297.042407349,1.8286912100000001
1636506000000,2021-11-10 01:00:00,BTC/JPY,7554200.00000025,7594600.00000015,7544599.99999975,7562099.99999995,22914453.547985848,3.03017066
1636502400000,2021-11-10 00:00:00,BTC/JPY,7559800.00000027,7605611.220617,7537400.0000002,7556300.60688003,42188676.67510381,5.58324488
1636498800000,2021-11-09 23:00:00,BTC/JPY,7610114.89046399,7610600.00000042,7541299.99999968,7557765.12160999,60409202.63516317,7.99299815
1636495200000,2021-11-09 22:00:00,BTC/JPY,7643000.00000002,7643000.00000002,7562299.99999976,7597399.99999983,52163626.38575483,6.8659839400000005
1636491600000,2021-11-09 21:00:00,BTC/JPY,7602100.00000027,7648900.00000016,7593399.99999987,7648900.00000016,37364821.96334378,4.88499287
1636488000000,2021-11-09 20:00:00,BTC/JPY,7539299.99999973,7602000.00000036,7523699.99999977,7602000.00000036,29366338.686721392,3.86297536
1636484400000,2021-11-09 19:00:00,BTC/JPY,7515700.00000047,7542199.99999995,7490199.99999984,7541100.0,45869410.701324,6.08258884
1636480800000,2021-11-09 18:00:00,BTC/JPY,7537000.00000049,7589899.99999971,7510499.9999998,7510499.9999998,47899747.39409872,6.3777042
1636477200000,2021-11-09 17:00:00,BTC/JPY,7528499.99999962,7550999.9999996,7485253.89300002,7534500.0000002,74046139.60020198,9.827611600000001
1636473600000,2021-11-09 16:00:00,BTC/JPY,7546200.00000023,7569500.00000013,7505099.99999982,7529200.00000012,81579213.8871373,10.83504408
1636470000000,2021-11-09 15:00:00,BTC/JPY,7594600.00000004,7623100.00000019,7521999.99999966,7546600.00000001,210720092.9034363,27.92252046
1636466400000,2021-11-09 14:00:00,BTC/JPY,7674999.9999997,7675299.99999951,7571100.00000041,7594900.00000028,209170210.37285972,27.54087748
1636462800000,2021-11-09 13:00:00,BTC/JPY,7633699.99999961,7674999.9999997,7633699.99999961,7674999.9999997,63554636.44324751,8.28073439
1636459200000,2021-11-09 12:00:00,BTC/JPY,7632418.81746404,7650800.00000028,7599099.9999999,7635600.00000027,51239633.51329382,6.7106230700000005
1636455600000,2021-11-09 11:00:00,BTC/JPY,7654000.00000046,7655800.00000007,7604300.00000048,7630299.99999948,42046814.23700914,5.51050604
1636452000000,2021-11-09 10:00:00,BTC/JPY,7694600.00000013,7696799.99999967,7653000.00000017,7653000.00000017,27356404.92252061,3.57459884
1636448400000,2021-11-09 09:00:00,BTC/JPY,7687499.99999968,7694558.41732299,7659599.9999997,7694558.41732299,14418577.63582768,1.87386681
1636444800000,2021-11-09 08:00:00,BTC/JPY,7658399.99999987,7687799.9999997,7645899.99999976,7687799.9999997,26648607.144436963,3.4663502100000003
1636441200000,2021-11-09 07:00:00,BTC/JPY,7675699.99999995,7681500.00000018,7636299.99999987,7662781.92674999,41202271.60373806,5.37693386
1636437600000,2021-11-09 06:00:00,BTC/JPY,7680399.9999999,7686100.00000019,7641000.00000023,7677299.99999995,41561345.690774724,5.41353675
1636434000000,2021-11-09 05:00:00,BTC/JPY,7707400.00000029,7709300.00000025,7656500.00000016,7681099.99999954,20367867.71573978,2.65168631
1636430400000,2021-11-09 04:00:00,BTC/JPY,7715299.99999993,7717399.99999957,7687700.00000046,7700300.00000005,7149017.350292047,0.92840764
1636426800000,2021-11-09 03:00:00,BTC/JPY,7642399.99999948,7722199.99999972,7619800.00000013,7722199.99999972,67384087.47450754,8.72602205
1636423200000,2021-11-09 02:00:00,BTC/JPY,7639700.00000024,7661100.00000021,7609891.85768002,7639344.41054404,75587966.37472735,9.89456193
1636419600000,2021-11-09 01:00:00,BTC/JPY,7658599.99999985,7658599.99999985,7621599.99999966,7640508.29306396,37379846.22023032,4.89232454
1636416000000,2021-11-09 00:00:00,BTC/JPY,7648300.00000001,7667676.43222104,7602100.00000011,7659300.00000036,101597306.75470679,13.26456814
1636412400000,2021-11-08 23:00:00,BTC/JPY,7535700.00000021,7663300.00000043,7521699.99999971,7650699.99999994,118252409.38888508,15.45641698
1636408800000,2021-11-08 22:00:00,BTC/JPY,7487899.99999987,7540399.99999946,7484700.00000054,7537499.99999956,21672021.628123734,2.87522675
1636405200000,2021-11-08 21:00:00,BTC/JPY,7479138.467414,7521000.00000024,7472299.99999953,7488000.00000042,32060522.856961794,4.28158692
1636401600000,2021-11-08 20:00:00,BTC/JPY,7453900.00000021,7494499.99999964,7433200.00000006,7483894.82033,149341014.11998922,19.9549857
1636398000000,2021-11-08 19:00:00,BTC/JPY,7466299.99999978,7484800.00000005,7454000.00000033,7454000.00000033,20095408.32758089,2.69592277
1636394400000,2021-11-08 18:00:00,BTC/JPY,7473599.99999981,7474486.66800002,7452800.0,7466100.00000023,31704701.443665974,4.24648765
1636390800000,2021-11-08 17:00:00,BTC/JPY,7465599.99999998,7496299.99999992,7456299.99999959,7473299.99999952,57513832.09625031,7.6959083800000005
1636387200000,2021-11-08 16:00:00,BTC/JPY,7520799.99999972,7531899.99999965,7462399.99999971,7464999.99999958,62765369.518246464,8.40795305
1636383600000,2021-11-08 15:00:00,BTC/JPY,7393009.77616102,7527199.99999991,7390399.99999964,7523900.0,113690024.649703,15.11051777
1636380000000,2021-11-08 14:00:00,BTC/JPY,7417788.10079997,7433799.99999957,7385699.99999961,7395000.00000053,152211998.0998609,20.58309643
1636376400000,2021-11-08 13:00:00,BTC/JPY,7472300.00000015,7478172.70146598,7410599.99999995,7419999.99999975,84927036.42079714,11.44569224
1636372800000,2021-11-08 12:00:00,BTC/JPY,7495099.99999991,7503799.99999997,7462699.99999971,7462799.99999966,70245837.9443848,9.41279921
1636369200000,2021-11-08 11:00:00,BTC/JPY,7490499.99999995,7495699.99999971,7462899.99999965,7495499.99999967,59897653.50679236,7.99114849
1636365600000,2021-11-08 10:00:00,BTC/JPY,7496499.99999975,7501299.99999954,7461099.99999975,7490499.99999995,40666815.19535473,5.429118910000001
1636362000000,2021-11-08 09:00:00,BTC/JPY,7511999.99999976,7535800.00000017,7490299.99999979,7497100.00000015,49243739.84692598,6.56837175
1636358400000,2021-11-08 08:00:00,BTC/JPY,7490799.99999979,7517699.99999969,7450700.00000048,7517699.99999969,52658512.54327583,7.0046041400000005
1636354800000,2021-11-08 07:00:00,BTC/JPY,7498200.00000015,7535900.00000045,7449299.99999959,7492410.86412701,88880071.83534522,11.86267991
1636351200000,2021-11-08 06:00:00,BTC/JPY,7435099.99999976,7512300.00000037,7427800.00000042,7498100.00000045,50395785.157654025,6.72114071
1636347600000,2021-11-08 05:00:00,BTC/JPY,7405900.00000021,7454899.99999956,7399600.00000028,7433099.99999996,76411575.82972759,10.27990688
1636344000000,2021-11-08 04:00:00,BTC/JPY,7410056.93889896,7427800.0000002,7394099.99999987,7403799.9999996,39286264.78554188,5.30622988
1636340400000,2021-11-08 03:00:00,BTC/JPY,7397880.78031264,7416293.72107504,7389399.99999964,7409500.00000008,105026652.16834114,14.17459372
1636336800000,2021-11-08 02:00:00,BTC/JPY,7397300.0000002,7428500.00000027,7392300.00000043,7396000.00000001,29365283.047320038,3.97042767
1636333200000,2021-11-08 01:00:00,BTC/JPY,7389399.99999996,7452978.45995999,7386999.99999999,7397300.0000002,124480435.91889638,16.82782041
1636329600000,2021-11-08 00:00:00,BTC/JPY,7181399.99999972,7390200.00000051,7181399.99999972,7389300.00000024,162438691.86998028,21.98296075
1636326000000,2021-11-07 23:00:00,BTC/JPY,7131014.477484,7181299.99999963,7121899.99999948,7181299.99999963,35589705.855310164,4.95588624
1636322400000,2021-11-07 22:00:00,BTC/JPY,7126900.0000002,7150536.26527799,7122500.00000006,7126100.00000022,35967765.62854311,5.04732822
1636318800000,2021-11-07 21:00:00,BTC/JPY,7112646.83157,7151000.00000008,7108699.99999944,7126800.00000014,55956055.3049891,7.85149791
1636315200000,2021-11-07 20:00:00,BTC/JPY,7067000.00000005,7122900.00000002,7052500.00000036,7102300.00000001,36949917.81043506,5.20252845
1636311600000,2021-11-07 19:00:00,BTC/JPY,7086200.00000011,7093599.99999959,7053100.00000048,7066000.00000047,18280605.465201218,2.5871222
1636308000000,2021-11-07 18:00:00,BTC/JPY,7091200.00000046,7093400.00000001,7047100.00000044,7087300.00000008,36674397.72640642,5.17466422
1636304400000,2021-11-07 17:00:00,BTC/JPY,7041599.99999966,7096700.00000046,7040799.99999956,7088099.99999997,59046990.77166575,8.33043986
1636300800000,2021-11-07 16:00:00,BTC/JPY,7030699.99999996,7060399.9999998,7030699.99999996,7040599.99999953,56359411.02634823,8.00491592
1636297200000,2021-11-07 15:00:00,BTC/JPY,7012600.00000048,7032199.99999959,7004099.99999996,7030258.08447999,21808166.113073282,3.10204346
1636293600000,2021-11-07 14:00:00,BTC/JPY,7019899.99999971,7040399.99999951,7013399.99999945,7013399.99999945,43718381.183078565,6.23355023
1636290000000,2021-11-07 13:00:00,BTC/JPY,7019400.00000022,7052700.00000052,7015514.12927999,7024133.67231999,46793801.46800195,6.6618609
1636286400000,2021-11-07 12:00:00,BTC/JPY,7028200.00000021,7049900.00000016,7009299.99999949,7011899.99999982,53966443.25519861,7.696408
1636282800000,2021-11-07 11:00:00,BTC/JPY,7030600.00000052,7030600.00000052,6993800.00000034,7028200.00000021,48086497.89845543,6.84193647
1636279200000,2021-11-07 10:00:00,BTC/JPY,7036899.99999963,7075100.00000049,7020390.97599999,7032799.99999967,68723330.03269278,9.77183057
1636275600000,2021-11-07 09:00:00,BTC/JPY,6998399.99999979,7036800.00000018,6978300.00000005,7033901.19195388,33996795.87592079,4.83327743
1636272000000,2021-11-07 08:00:00,BTC/JPY,7008500.00000052,7018009.26015999,6996499.99999986,7007700.00000042,20019277.2482652,2.85675432
1636268400000,2021-11-07 07:00:00,BTC/JPY,7021899.99999997,7028103.19871999,7006500.00000027,7007915.32159999,11933959.034497235,1.70292569
1636264800000,2021-11-07 06:00:00,BTC/JPY,7036836.15679999,7044199.99999982,7014300.00000043,7018916.58047999,13809597.085215868,1.96748272
1636261200000,2021-11-07 05:00:00,BTC/JPY,7059900.0000003,7059900.0000003,7030800.00000054,7030800.00000054,13922756.534989068,1.98025211
1636257600000,2021-11-07 04:00:00,BTC/JPY,7060549.36801011,7071699.99999955,7054499.99999961,7055200.00000027,14279840.575832546,2.0240164099999998
1636254000000,2021-11-07 03:00:00,BTC/JPY,7033300.0000003,7060700.00000041,7031799.99999954,7057900.00000005,22234068.16799216,3.15023848
1636250400000,2021-11-07 02:00:00,BTC/JPY,7024598.47634694,7050500.00000023,7015100.00000023,7032799.99999967,19483689.866759084,2.77040295
1636246800000,2021-11-07 01:00:00,BTC/JPY,7024927.57759999,7069272.85823999,7020390.97599999,7025300.00000041,88962882.79393919,12.66321478
1636243200000,2021-11-07 00:00:00,BTC/JPY,6973199.99999962,7024927.57759999,6963700.00000045,7024927.57759999,65429635.94332834,9.3139232
1636239600000,2021-11-06 23:00:00,BTC/JPY,6962100.00000025,6973600.00000036,6952599.9999996,6973199.99999962,19307813.645482946,2.76885987
1636236000000,2021-11-06 22:00:00,BTC/JPY,6971999.99999981,6975024.95999999,6956000.00000003,6958600.00000036,9401997.921030488,1.3511335500000001
1636232400000,2021-11-06 21:00:00,BTC/JPY,6937257.75167999,6972900.00000049,6937257.75167999,6966000.00000018,30816474.525180798,4.42384073
1636228800000,2021-11-06 20:00:00,BTC/JPY,6939800.00000022,6963599.99999987,6933499.99999998,6937300.00000047,36418701.07623447,5.24969384
1636225200000,2021-11-06 19:00:00,BTC/JPY,6893899.99999945,6940299.99999972,6892005.15071999,6938899.99999954,16427300.00551391,2.36742135
1636221600000,2021-11-06 18:00:00,BTC/JPY,6890199.99999954,6901999.99999992,6885767.32351999,6892999.9999999,4917991.998039928,0.71347628
1636218000000,2021-11-06 17:00:00,BTC/JPY,6882300.00000023,6902199.99999994,6872999.9999996,6890100.00000009,9812648.292531129,1.42416631
1636214400000,2021-11-06 16:00:00,BTC/JPY,6888099.99999984,6898999.99999953,6858800.00000005,6858800.00000005,426446.16435200314,0.06217504
1636210800000,2021-11-06 15:00:00,BTC/JPY,6879400.00000042,6892500.0000004,6879400.00000042,6889900.00000007,2624401.2867430267,0.38090557
1636207200000,2021-11-06 14:00:00,BTC/JPY,6866199.99999986,6884199.9999999,6839900.00000046,6875799.99999996,19750707.653009884,2.87249595
1636203600000,2021-11-06 13:00:00,BTC/JPY,6839100.00000036,6881199.99999952,6839100.00000036,6866100.00000042,4285734.137055262,0.62418755
1636200000000,2021-11-06 12:00:00,BTC/JPY,6841800.00000014,6871299.99999995,6816299.99999971,6830399.99999981,18562514.022623483,2.71763206
1636196400000,2021-11-06 11:00:00,BTC/JPY,6856500.00000032,6873599.99999968,6817200.00000039,6841899.99999959,42204613.73938947,6.16855168
1636192800000,2021-11-06 10:00:00,BTC/JPY,6913699.99999971,6919199.99999985,6856599.99999977,6856599.99999977,61865002.58334193,9.02269384
1636189200000,2021-11-06 09:00:00,BTC/JPY,6918177.97727254,6936599.99999981,6907000.00000056,6913800.00000029,703907.7364620294,0.10181198999999999
1636185600000,2021-11-06 08:00:00,BTC/JPY,6893300.0000005,6957499.99999966,6892999.9999999,6913000.00000019,7458636.660910205,1.07892907
1636182000000,2021-11-06 07:00:00,BTC/JPY,6946300.00000049,6946300.00000049,6863799.99999956,6887699.99999978,73022622.60005768,10.6018878
1636178400000,2021-11-06 06:00:00,BTC/JPY,6976099.99999977,6984400.00000027,6942299.99999998,6948000.00000014,3105419.7862800625,0.44695161
1636174800000,2021-11-06 05:00:00,BTC/JPY,6952199.99999954,6976000.00000033,6952199.99999954,6976000.00000033,8745745.625600412,1.2536905999999999
1636171200000,2021-11-06 04:00:00,BTC/JPY,6937399.99999992,6953700.0000003,6929200.0,6952100.0000001,3779090.0924120545,0.54358972
1636167600000,2021-11-06 03:00:00,BTC/JPY,6930099.99999955,6937300.00000047,6919599.9999999,6933099.99999993,2383916.899993976,0.34384574
1636164000000,2021-11-06 02:00:00,BTC/JPY,6943722.40895999,6943722.40895999,6910500.00000044,6910500.00000044,3549323.3966552257,0.51361311
1636160400000,2021-11-06 01:00:00,BTC/JPY,6947465.10527999,6952100.0000001,6920499.99999945,6949299.99999974,202771.53990999243,0.029178700000000002
1636156800000,2021-11-06 00:00:00,BTC/JPY,6905899.99999985,6952199.99999954,6900700.00000032,6942299.99999998,608180.2609229983,0.08760501
1636153200000,2021-11-05 23:00:00,BTC/JPY,6928100.00000043,6928100.00000043,6901199.99999981,6926900.00000027,8906589.802253347,1.28579737
1636149600000,2021-11-05 22:00:00,BTC/JPY,6922200.00000024,6957499.99999966,6921899.99999963,6921899.99999963,910498.0736249514,0.13153875
1636146000000,2021-11-05 21:00:00,BTC/JPY,6912100.00000024,6943399.99999955,6912100.00000024,6920499.99999945,6676807.049399469,0.9647868
1636142400000,2021-11-05 20:00:00,BTC/JPY,6929199.99999999,6929300.00000002,6889700.00000023,6913199.99999989,25643041.436627593,3.70928679
1636138800000,2021-11-05 19:00:00,BTC/JPY,6937399.99999971,6939799.99999984,6898400.00000052,6930973.17459201,24720772.093956117,3.56671011
1636135200000,2021-11-05 18:00:00,BTC/JPY,6916584.41486651,6959899.99999953,6914309.01391998,6939295.85896,54906683.2958685,7.91242864
1636131600000,2021-11-05 17:00:00,BTC/JPY,6899299.99999999,6926300.0,6889099.99999986,6918599.9999998,13434109.77214761,1.94173818
1636128000000,2021-11-05 16:00:00,BTC/JPY,6898400.00000007,6923800.00000017,6893400.00000039,6903500.00000026,19423028.246715732,2.81350449
