https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume JPY,Volume XVG
1581632340000,2020-02-13 22:19:00,XVG/JPY,0.62519982,0.62519982,0.62519982,0.62519982,4626.913300919197,7400.69519041
1581632100000,2020-02-13 22:15:00,XVG/JPY,0.60392233,0.60404314,0.60392233,0.60404314,3780.9323235916786,6259.37465922
1581628260000,2020-02-13 21:11:00,XVG/JPY,0.55620999,0.55620999,0.55440953,0.55440953,28354.841621193063,51144.21756277
1581609180000,2020-02-13 15:53:00,XVG/JPY,0.55961282,0.55961282,0.55961282,0.55961282,2852.410167107885,5097.11369212
1581570840000,2020-02-13 05:14:00,XVG/JPY,0.56613976,0.56613976,0.56613976,0.56613976,6345.31714797777,11208.04012772
1581570780000,2020-02-13 05:13:00,XVG/JPY,0.57723978,0.57723978,0.57723978,0.57723978,6659.797750640649,11537.31600175
1581545520000,2020-02-12 22:12:00,XVG/JPY,0.59790983,0.59790983,0.59790983,0.59790983,5979.0983,10000.0
1581524760000,2020-02-12 16:26:00,XVG/JPY,0.54107956,0.54107956,0.54107956,0.54107956,5917.638470955252,10936.72522199
1581523380000,2020-02-12 16:03:00,XVG/JPY,0.54460004,0.54460004,0.54460004,0.54460004,3874.260346444118,7113.95531011
1581518520000,2020-02-12 14:42:00,XVG/JPY,0.55467026,0.55467026,0.55467026,0.55467026,6908.886636406339,12455.8447327
1581509460000,2020-02-12 12:11:00,XVG/JPY,0.60000039,0.60000039,0.60000039,0.60000039,600.00039,1000.0
1581491160000,2020-02-12 07:06:00,XVG/JPY,0.54049719,0.54049719,0.54049719,0.54049719,3440.0065200234108,6364.5224872
1581479580000,2020-02-12 03:53:00,XVG/JPY,0.53791953,0.53791953,0.53791953,0.53791953,305.4517709428616,567.8391542
1581442800000,2020-02-11 17:40:00,XVG/JPY,0.58033,0.58033,0.58033,0.58033,7882.755790248181,13583.22986964
1581410760000,2020-02-11 08:46:00,XVG/JPY,0.50816535,0.50816535,0.50816535,0.50816535,1090.7416816237696,2146.43064826
1581373500000,2020-02-10 22:25:00,XVG/JPY,0.512259,0.512259,0.512259,0.512259,2509.916589902184,4899.70227932
1581353160000,2020-02-10 16:46:00,XVG/JPY,0.47988767,0.47988767,0.47988767,0.47988767,2873.714193700475,5988.30595856
1581352080000,2020-02-10 16:28:00,XVG/JPY,0.5268254,0.5268254,0.5268254,0.5268254,3632.9467003269433,6895.92168549
1581285720000,2020-02-09 22:02:00,XVG/JPY,0.50024901,0.50024901,0.50024901,0.50024901,2592.6619603824142,5182.74281119
1581278340000,2020-02-09 19:59:00,XVG/JPY,0.49930212,0.49930212,0.49930212,0.49930212,785.7004170973063,1573.59719822
1581234900000,2020-02-09 07:55:00,XVG/JPY,0.5474997,0.5474997,0.5474997,0.5474997,1861.49898,3400.0
1581234840000,2020-02-09 07:54:00,XVG/JPY,0.53683948,0.53683948,0.53683948,0.53683948,4446.431345216225,8282.60869565
1581234780000,2020-02-09 07:53:00,XVG/JPY,0.54644959,0.54644959,0.54644959,0.54644959,7873.025721880176,14407.59745447
1581211260000,2020-02-09 01:21:00,XVG/JPY,0.48940452,0.48940452,0.47800363,0.47800363,12224.38740113799,25573.83800859
1581162120000,2020-02-08 11:42:00,XVG/JPY,0.48525016,0.48525016,0.48525016,0.48525016,1459.531675038119,3007.79225923
1581132060000,2020-02-08 03:21:00,XVG/JPY,0.50040381,0.50040381,0.50040381,0.50040381,21515.194814363193,42995.66546938
1581107340000,2020-02-07 20:29:00,XVG/JPY,0.50049885,0.50049885,0.50049885,0.50049885,32497.895537467608,64931.00940685
1581107280000,2020-02-07 20:28:00,XVG/JPY,0.50188949,0.50188949,0.50188949,0.50188949,6809.0220392794345,13566.77550526
1581097560000,2020-02-07 17:46:00,XVG/JPY,0.50188972,0.50188972,0.50188972,0.50188972,3167.9769682747474,6312.09774186
1581084660000,2020-02-07 14:11:00,XVG/JPY,0.54987986,0.54987986,0.54987986,0.54987986,11860.728111290584,21569.67180302
1581084600000,2020-02-07 14:10:00,XVG/JPY,0.54987986,0.54987986,0.54987986,0.54987986,7415.092555115407,13484.93206337
1581084480000,2020-02-07 14:08:00,XVG/JPY,0.54987986,0.54987986,0.54987986,0.54987986,7504.345742911025,13647.24604191
1581072780000,2020-02-07 10:53:00,XVG/JPY,0.4960953,0.4960953,0.4960953,0.4960953,735.1328829818791,1481.83803189
1580768220000,2020-02-03 22:17:00,XVG/JPY,0.42931464,0.42931464,0.42931464,0.42931464,2479.644082446388,5775.81999637
1580700180000,2020-02-03 03:23:00,XVG/JPY,0.42331022,0.42331022,0.41147173,0.41147173,2501.9491172995763,6080.488487750001
1580690400000,2020-02-03 00:40:00,XVG/JPY,0.42322067,0.42322067,0.42322067,0.42322067,2571.325244148253,6075.6135662
1580689320000,2020-02-03 00:22:00,XVG/JPY,0.42298847,0.42298847,0.42298847,0.42298847,2599.44250658072,6145.42166263
1580676720000,2020-02-02 20:52:00,XVG/JPY,0.43373042,0.43373042,0.43373042,0.43373042,4462.395059994498,10288.40693257
1580671140000,2020-02-02 19:19:00,XVG/JPY,0.44417337,0.44417337,0.44417337,0.44417337,1129.12840142573,2542.089368
1580515500000,2020-02-01 00:05:00,XVG/JPY,0.39599724,0.39599724,0.39599724,0.39599724,4074.180749294586,10288.40693257
1580464680000,2020-01-31 09:58:00,XVG/JPY,0.39374971,0.39374971,0.39374971,0.39374971,6301.096342338116,16002.79614768
1580292780000,2020-01-29 10:13:00,XVG/JPY,0.39374518,0.39374518,0.39374518,0.39374518,1592.347612773389,4044.10693427
1580276760000,2020-01-29 05:46:00,XVG/JPY,0.39295662,0.39295662,0.39295662,0.39295662,2713.374594468902,6905.02324269
1580258640000,2020-01-29 00:44:00,XVG/JPY,0.38920231,0.38920231,0.38920231,0.38920231,1576.82754104234,4051.43417839
1580246280000,2020-01-28 21:18:00,XVG/JPY,0.40150785,0.40150785,0.40150785,0.40150785,2292.486541807513,5709.69295322
1580245980000,2020-01-28 21:13:00,XVG/JPY,0.40150785,0.40150785,0.40150785,0.40150785,7009.160825318878,17457.0953602
1580157420000,2020-01-27 20:37:00,XVG/JPY,0.38354287,0.38354287,0.38354287,0.38354287,3509.1350532347087,9149.26420933
1580096160000,2020-01-27 03:36:00,XVG/JPY,0.38259931,0.38259931,0.38259931,0.38259931,17121.688707881945,44750.96598549
1580038200000,2020-01-26 11:30:00,XVG/JPY,0.36422006,0.36422006,0.36422006,0.36422006,2378.5179898251486,6530.44203503
1579713000000,2020-01-22 17:10:00,XVG/JPY,0.41005871,0.41005871,0.41005871,0.41005871,10850.03290933516,26459.70599999
1579710420000,2020-01-22 16:27:00,XVG/JPY,0.40980509,0.40980509,0.40980509,0.40980509,1247.323848978981,3043.70023559
1579708440000,2020-01-22 15:54:00,XVG/JPY,0.40992623,0.40992623,0.40992623,0.40992623,1247.6925628255206,3043.70023559
1579705980000,2020-01-22 15:13:00,XVG/JPY,0.40978258,0.40978258,0.40978258,0.40978258,1247.255335286678,3043.70023559
1579703520000,2020-01-22 14:32:00,XVG/JPY,0.4099001,0.4099001,0.4099001,0.4099001,1288.6723976707858,3143.86943958
1579699920000,2020-01-22 13:32:00,XVG/JPY,0.40963967,0.40963967,0.40963967,0.40963967,1287.8536397526361,3143.86943958
1579693560000,2020-01-22 11:46:00,XVG/JPY,0.40958562,0.40958562,0.40958562,0.40958562,1287.6837136094268,3143.86943958
1579679820000,2020-01-22 07:57:00,XVG/JPY,0.4097753,0.4097753,0.4097753,0.4097753,1488.5142635102131,3632.51338846
1579633500000,2020-01-21 19:05:00,XVG/JPY,0.40647381,0.40647381,0.40623226,0.40623226,14052.959937862994,34593.411999979995
1579624800000,2020-01-21 16:40:00,XVG/JPY,0.4069004,0.4069004,0.4069004,0.4069004,752.4495333168427,1849.22288923
1579593600000,2020-01-21 08:00:00,XVG/JPY,0.42994035,0.42994035,0.42994035,0.42994035,1501.158780440999,3491.5512825
1579443960000,2020-01-19 14:26:00,XVG/JPY,0.39777001,0.39777001,0.39777001,0.39777001,3086.974925024335,7760.70303798
1579442040000,2020-01-19 13:54:00,XVG/JPY,0.44592196,0.44592196,0.44592196,0.44592196,729.7164358983031,1636.42184363
1579432320000,2020-01-19 11:12:00,XVG/JPY,0.42434669,0.42434669,0.42434669,0.42434669,605.96707332,1428.0
1579431840000,2020-01-19 11:04:00,XVG/JPY,0.42434669,0.42434669,0.42434669,0.42434669,6346.777793858274,14956.58607319
1579425720000,2020-01-19 09:22:00,XVG/JPY,0.42955603,0.42955603,0.42955603,0.42955603,1324.5797501654015,3083.60180665
1579349460000,2020-01-18 12:11:00,XVG/JPY,0.45281965,0.45281965,0.45281965,0.45281965,6299.780239764222,13912.33847684
1579339740000,2020-01-18 09:29:00,XVG/JPY,0.46070966,0.46070966,0.46070966,0.46070966,1094.3222327265698,2375.296912
1579302720000,2020-01-17 23:12:00,XVG/JPY,0.4211528,0.4211528,0.4211528,0.4211528,1321.8461096797523,3138.63782855
1579281840000,2020-01-17 17:24:00,XVG/JPY,0.44057182,0.44057182,0.44057182,0.44057182,1421.9874377771534,3227.59507809
1579276500000,2020-01-17 15:55:00,XVG/JPY,0.44045302,0.44045302,0.42935443,0.42935443,20269.99748689704,47210.40723138
1579244400000,2020-01-17 07:00:00,XVG/JPY,0.44097009,0.44097009,0.42080673,0.42080673,2293.2139592943954,5449.5657883
1579120860000,2020-01-15 20:41:00,XVG/JPY,0.44661981,0.44661981,0.44661981,0.44661981,6886.3525304433915,15418.82463844
1578999900000,2020-01-14 11:05:00,XVG/JPY,0.38112007,0.38112007,0.38094971,0.38094971,3213.159549413347,8434.60295432
1578825240000,2020-01-12 10:34:00,XVG/JPY,0.39117977,0.39117977,0.39117977,0.39117977,4394.12235641,11233.0
1578790320000,2020-01-12 00:52:00,XVG/JPY,0.37772827,0.37772827,0.37772827,0.37772827,1589.9317311687341,4209.19443273
1578699420000,2020-01-10 23:37:00,XVG/JPY,0.40256269,0.40256269,0.40256269,0.40256269,1807.082008834048,4488.9455822
1578699360000,2020-01-10 23:36:00,XVG/JPY,0.40256269,0.40256269,0.40256269,0.40256269,14016.270726579285,34817.609964250005
1578698220000,2020-01-10 23:17:00,XVG/JPY,0.38887028,0.38887028,0.38887028,0.38887028,6475.44547350998,16651.94232254
1578680580000,2020-01-10 18:23:00,XVG/JPY,0.36143127,0.36143127,0.36143127,0.36143127,2108.2098654296656,5832.94817139
1578624180000,2020-01-10 02:43:00,XVG/JPY,0.37235953,0.37235953,0.36140778,0.36140778,956.0240410745655,2645.27797679
1578018900000,2020-01-03 02:35:00,XVG/JPY,0.34970029,0.34970029,0.34970029,0.34970029,6535.362051393328,18688.46620457
1577978940000,2020-01-02 15:29:00,XVG/JPY,0.37939436,0.37939436,0.37939436,0.37939436,890.2779234402141,2346.5765897
1577797800000,2019-12-31 13:10:00,XVG/JPY,0.37044948,0.37044948,0.37044948,0.37044948,4714.865977485081,12727.41961329
1577645880000,2019-12-29 18:58:00,XVG/JPY,0.43326801,0.43326801,0.43326801,0.43326801,1009.8915731815649,2330.87038478
